pertanyaan,jawaban,label
"Saya tahu saya merusak hidup saya dengan banyak keputusan yang saya buat. Saya secara konsisten mengatakan pada diri sendiri bahwa saya perlu membuat beberapa perubahan serius dalam hidup saya, tetapi sepertinya saya tidak bisa meskipun saya benar -benar mau. Mengapa saya tidak bisa memaksakan diri untuk berubah?","Halo dan terima kasih untuk pertanyaan Anda. Mengubah perilaku yang tidak diinginkan adalah salah satu hal tersulit yang dapat dilakukan seseorang. Saya setuju dengan Sherry bahwa bersabar dengan diri sendiri adalah penting. Berikut adalah beberapa hal yang saya sarankan: 1. Jelas perilaku yang benar -benar ingin Anda ubah, dan pastikan mereka adalah perilaku yang dapat diubah. Terkadang kami akan menetapkan tujuan seperti, ""Saya ingin lebih percaya diri"" tetapi itu sulit untuk diukur dan membuktikan kepada diri Anda bahwa Anda mencapainya. Mengatakan Anda akan menerima kencan atau melakukan wawancara kerja adalah sesuatu yang benar -benar dapat Anda lakukan, dan sesuatu yang Anda anggap menunjukkan kepercayaan diri. Apa pun perubahan perilaku Anda, pastikan itu adalah sesuatu yang benar -benar dapat Anda ubah. 2. Jika Anda akan melepaskan perilaku, putuskan apa yang akan Anda lakukan di tempat itu. Jadi, jika Anda akan berhenti muncul terlambat untuk bekerja, maka Anda memutuskan untuk tepat waktu untuk bekerja dan menunjukkan nilai Anda tepat waktu. 3. Jika Anda akan melakukan perubahan, benar -benar kaku mengapa Anda ingin membuatnya. Ada apa dengan membuat perubahan ini yang penting bagi Anda sebagai pribadi? Misalnya, jika Anda memiliki tujuan penurunan berat badan, alasan ini penting bagi Anda sebagai pribadi karena Anda menghargai perawatan diri. Mengetahui mengapa Anda ingin membuat perubahan adalah motivasi dan kompas Anda untuk sampai ke sana. 4. Setelah Anda tahu mengapa Anda ingin melakukan perubahan ini, saya sangat menyarankan menetapkan tujuan kecil. Jika Anda menetapkan tujuan yang terlalu tinggi, Anda mungkin tidak mencapainya dan merasa lebih buruk. Jadi, buatlah tujuannya kecil, realistis, dan dibimbing oleh hal -hal yang Anda inginkan sebagai pribadi. 5. Seperti yang disebutkan Sherry, menemukan seorang penasihat terkadang merupakan ide yang baik jika Anda benar -benar merasa mandek. Setiap konselor yang bekerja dengan penetapan tujuan dan motivasi mungkin dapat membantu. Bersikaplah baik, Robin Landwehr, DBH, LPCC",11
"Saya tahu saya merusak hidup saya dengan banyak keputusan yang saya buat. Saya secara konsisten mengatakan pada diri sendiri bahwa saya perlu membuat beberapa perubahan serius dalam hidup saya, tetapi sepertinya saya tidak bisa meskipun saya benar -benar mau. Mengapa saya tidak bisa memaksakan diri untuk berubah?","Secara umum alasan orang tidak dapat berubah adalah karena orang tersebut merasa takut berubah. Apa akar dari ketakutan ini biasanya paling mudah diidentifikasi dengan berbicara dengan seseorang yang Anda percayai dan merasa aman untuk berbicara tentang batin Anda Pikiran dan Emosi. Jika Anda tidak memiliki orang seperti ini dalam hidup Anda, yang biasa terjadi, lalu berkeliling untuk seorang terapis karena seorang terapis adalah seseorang yang terlatih secara profesional untuk mendengarkan dengan cara yang membantu seseorang mengetahui lebih banyak tentang siapa mereka berada . Buat sabar dengan dirimu sendiri juga. Perubahan terkadang terasa jauh lebih menakutkan dan lebih kompleks daripada sederhana dibandingkan dengan apa pun yang ingin Anda ubah.",11
"Aku malas. Saya sangat sadar akan masalahnya dan mencoba berbicara sendiri sepanjang waktu, tetapi sepertinya saya tidak pernah mengguncang kebiasaan itu. Saya mencoba memikirkan apa yang dilakukannya terhadap saya dan masa depan saya, tetapi tidak peduli apa, saya terus menciptakan alasan bagi diri saya untuk melanjutkan penundaan. Yang pernah saya tinggalkan hanyalah penyesalan dan kelas rendah. Saya berada pada titik terendah sepanjang masa dalam hidup saya, dan saya bahkan tidak setua itu. Saya selalu menjadi siswa yang lurus-A, tetapi sekarang saya mendapatkan C dan F, dan itu menyakitkan saya mengetahui bahwa saya jauh lebih baik dari itu. Bahkan tidak seperti pekerjaan itu sulit.","Mungkin kemalasan bukanlah masalah yang sebenarnya dan hanya apa yang muncul sebagai masalah. Karena Anda menggambarkan kemalasan Anda sebagai kualitas yang dapat diamati, saya menganggap Anda tidak selalu merasakan atau menangani diri Anda dengan cara ini. Hidup Anda saat ini bukanlah kehidupan yang optimal untuk merasa baik tentang diri Anda dan keterlibatan Anda. Satu saran adalah untuk melihat apakah ada tujuan apa pun untuk apa yang Anda lakukan di semua bidang di mana Anda melihat diri Anda bertindak dari kemalasan. Jika Anda ' RE tidak dapat melihat tujuan yang baik, maka Anda mungkin salah mengira ""kemalasan"" untuk sejumlah besar stres dalam hidup Anda. Stress dapat dibuka dan dipahami. Jika stres adalah apa yang mendasari apa yang tampak sebagai kemalasan, maka Anda mendefinisikan kontributor untuk stres Anda. Tidak merasakan dukungan yang cukup dalam hidup Anda, ketidakpastian finansial, argumen orang yang dekat dalam hidup Anda, merasa disalahpahami secara keseluruhan atau oleh orang -orang tertentu, semuanya adalah orang yang ada Kemungkinan. Beruntung baik dalam mempelajari lebih lanjut tentang siapa Anda!",11
"Untuk beberapa alasan, saya melihat ponsel saya, dan dalam waktu singkat, lima jam telah berlalu. Selama lima jam itu, saya bermain game dan mencoba mencari tahu bagaimana membuat ponsel saya menyenangkan untuk digunakan sehingga saya tidak merasa seperti membuang -buang waktu saya mencoba meningkatkan kinerja ponsel saya dalam hidup saya.","Mulailah dengan menghabiskan sedikit waktu dengan pikiran dan perasaan Anda sendiri. Selalu berfokus pada apa yang ditawarkan telepon membuat orang -orang jauh dari mengetahui diri mereka sendiri. Saat Anda meluangkan waktu untuk dihabiskan dalam kegiatan yang tidak interaktif seperti halnya telepon adalah, dan sebaliknya hanya bergantung pada tindakan Anda, Anda akan menginvestasikan waktu dan energi ke dalam kehidupan Anda sendiri. Apakah dengan secara sadar mempertimbangkan minat Anda sendiri, atau melakukan pembersihan atau tugas, dengan mencurahkan diri Anda ke area yang Anda putuskan untuk terlibat, Anda, Anda akan meningkatkan pengetahuan Anda tentang minat Anda sendiri. Kemudian, untuk tidak terlibat dengan ponsel Anda akan alami dan mudah.",11
"Bagaimana terapis mengklasifikasikan jenis kepribadian yang dimiliki klien mereka? Karakteristik apa yang mereka lihat untuk memutuskan jenis kepribadian apa yang dimiliki klien? Saya sudah membaca tentang ini secara online, tetapi saya ingin memahami ini dari sudut pandang terapis.","Ini adalah pertanyaan yang bagus, dan saya senang memiliki kesempatan untuk menjelaskan pendekatan saya. Ketika saya menentukan jenis kepribadian apa yang dimiliki klien, saya mengambil waktu saya dan benar -benar menyerap lensa/ sudut pandang mereka kepada diri mereka sendiri dan orang lain. Menentukan tipe kepribadian membutuhkan waktu untuk mengenal orang tersebut, dan membangun hubungan. Setelah meluangkan waktu untuk mengenal mereka, dan belajar tentang pandangan mereka yang mereka miliki tentang diri mereka sendiri dan orang lain, penting untuk mengambil sifat-sifat kepribadian yang lebih spesifik, yang secara komprehensif berkontribusi pada jenis kepribadian. Dokter, termasuk saya, sering menyaksikan sifat -sifat tertentu yang bertahan lama dan konsisten, yang menunjukkan jenis kepribadian. Misalnya, jika seorang terapis memperhatikan bahwa klien menunjukkan sifat -sifat organisasi, perlu tepat waktu, perencanaan, dan perfeksionisme, sifat -sifat ini berkontribusi pada ""kepribadian tipe A"". Selain memanfaatkan penilaian klinis, dokter sering menggunakan penilaian kepribadian dan mengikuti pedoman DSM-5/ ICD-10.",3
"Saya terus memiliki pikiran acak yang tidak saya inginkan. Hal -hal seperti ""Anda tidak layak apa pun."" Saya tahu mereka adalah pikiran saya sendiri tetapi rasanya orang lain mengatakannya. 
    Apa yang salah dengan saya, dan bagaimana saya bisa berhenti memiliki pikiran ini?","Sering kali pemikiran yang kita miliki tentang diri kita adalah pesan yang telah kita terima dari orang lain dan kemudian menginternalisasi mereka. Jadi dalam pengertian itu, pikiran -pikiran ini adalah milik Anda dan menjadi milik Anda, tetapi Anda telah menerima pesan -pesan ini dari orang lain. Meskipun kita semua menerima pesan seperti ini pada waktu -waktu tertentu, harus berhati -hati untuk tidak mengabaikan pesan lain yang kami terima, seperti orang yang dicintai menghargai bantuan atau perhatian Anda, seorang teman yang menanggapi dorongan, atau kolega yang menunjukkan minat pada Anda. Semoga membantu.",3
"Saat ini saya sedang berjuang dengan depresi, kecemasan, dan misofonia yang didiagnosis. Juga, saya 99% yakin saya memiliki gangguan kepribadian batas dan gangguan kepribadian yang menghindari. Saya membaca DSM-IV, mengambil psikologi perguruan tinggi, dll. Saya tahu dalam hati saya saya memilikinya. Apakah diagnosis diri sendiri baik-baik saja dengan penelitian yang tepat?","Halo dan terima kasih untuk pertanyaan Anda. Diagnosis diri sendiri adalah sesuatu yang kita semua lakukan tentang satu masalah kesehatan atau lainnya. Mengambil tebakan tentang apa yang mungkin atau mungkin tidak terjadi pada kita adalah benar -benar normal, namun diagnosis klinis aktual dari gangguan kesehatan mental membutuhkan profesional kesehatan mental berlisensi. Berikut adalah beberapa alasan untuk ini: 1. Membuat diagnosis klinis seringkali membutuhkan hal -hal lain selain mencocokkan gejala gangguan. Untuk datang ke diagnosis untuk hal -hal yang Anda sebutkan, seorang penasihat akan berkonsultasi dengan DSM, tetapi mereka juga dapat menggunakan beberapa jenis alat penyaringan, penilaian atau skala. Banyak gangguan memiliki kesamaan dan membutuhkan seseorang dengan pelatihan untuk menghilangkan perbedaan dalam gejala. 2. Penilaian kita terkadang tidak aktif dalam menilai diri kita sendiri. Kami benar -benar tidak bisa objektif. Sesuatu yang serius seperti menentukan diagnosis benar -benar perlu dilakukan oleh seseorang yang memiliki objektivitas itu. Selain itu, begitu Anda mengetahui diagnosis Anda, merawatnya biasanya membutuhkan bantuan dari seorang profesional. 3. Terkadang gejala gangguan kesehatan mental membuat diagnosis diri sendiri menjadi tidak mungkin, dalam dan dari dirinya sendiri. Misalnya, seseorang bisa mengalami halusinasi atau delusi dan tidak menyadarinya. Itu jelas membuat mereka tidak mungkin mendiagnosis diri mereka sendiri. Ada banyak contoh di mana sesuatu seperti ini bisa terjadi dengan gangguan kesehatan mental yang berbeda. Ada alasan lain, tetapi ini adalah tiga yang penting. Sekarang, apakah ini berarti Anda salah dengan diagnosis Anda? Mungkin tidak. Anda mungkin benar. Tapi, penting untuk mendapatkan ini dikonfirmasi oleh dokter kesehatan mental profesional. Jika gangguan ditemukan, Anda dapat mulai berbicara tentang perawatan. Semoga ini membantu. Be Well.robin J. Landwehr, DBH, LPCC, NCC",3
"Saya berempati begitu banyak, bahkan dengan karakter di TV atau di video game, sehingga saya benar -benar merasakan sakit fisik. Ini membuat hidup paling sulit untuk dikatakan. 
    Saya yakin saya memiliki kasus yang sebenarnya tentang sesuatu yang disebut Hyper Empathy Disorder. Tapi karena ini adalah gangguan baru, saya tidak dapat menemukan informasi tentang hal itu. Mungkinkah ini yang terjadi dengan saya?","Sepertinya ini akan sulit pada waktu -waktu tertentu, terutama jika Anda merasa disalahpahami. Anda mungkin atau mungkin tidak tahu bahwa kita semua memiliki bahan kimia di otak kita. Kami juga memiliki bagian otak kami yang berbeda yang menjadi aktif ketika hal -hal yang berbeda terjadi. Ada bagian dari otak kita di mana banyak emosi kita berasal yang juga dirancang untuk melindungi kita ketika kita mengalami hal -hal yang telah menyakitkan secara fisik atau emosional di masa lalu, dan ketika bagian otak itu kadang -kadang terlalu aktif (meresepkan Ancaman ketika tidak ada ancaman aktual pada saat itu), kadang -kadang kecemasan dapat berkembang. Ini tidak selalu berarti bahwa setiap orang memiliki gangguan kecemasan, tetapi seringkali jika kita takut akan sesuatu yang sebenarnya bukan masalah yang sah (misalnya, sebagian besar serangga tidak akan menyakiti saya, tetapi saya masih tidak terlalu menyukainya ), kami memiliki kecemasan tentang hal itu. Hal pertama yang saya pikirkan ketika saya membaca pertanyaan Anda adalah bahwa mungkin sebagian dari otak Anda terlalu aktif. Saya memang menemukan artikel yang mungkin membantu Anda, tetapi saya hanya ingin mengingatkan Anda. Tidak semua yang tercantum di sini berlaku untuk Anda. Juga, artikel ini menggunakan istilah ""anomali otak."" Ini tidak berarti bahwa ada sesuatu yang salah dengan otak Anda. Meskipun saya tidak bisa memberi tahu Anda apa yang terjadi, saya meminta Anda untuk tidak panik tentang istilah tersebut dan hanya mempertimbangkan bahwa mungkin beberapa reaksi kimia di otak Anda mungkin sedikit terlalu aktif, yang mungkin dapat dikoreksi dengan obat -obatan atau sesuatu yang serupa. Saya tidak dapat mengetahui dengan pasti dari apa yang Anda posting apakah inilah yang terjadi atau tidak, tetapi saya akan merekomendasikan agar Anda berbicara dengan dokter perawatan primer atau terapis atau psikiater. Di sini adalah artikel: http: // blog. psychcentral.com/addiction-recovery/2012/09/too-much-empathy/ Ketika Anda bertemu dengan dokter atau terapis Anda, cobalah untuk menyampaikan seberapa besar hal ini memengaruhi hidup Anda. Terima kasih banyak telah memposting di sini dan saya berharap kamu yang terbaik.",3
"Saya berempati begitu banyak, bahkan dengan karakter di TV atau di video game, sehingga saya benar -benar merasakan sakit fisik. Ini membuat hidup paling sulit untuk dikatakan. 
    Saya yakin saya memiliki kasus yang sebenarnya tentang sesuatu yang disebut Hyper Empathy Disorder. Tapi karena ini adalah gangguan baru, saya tidak dapat menemukan informasi tentang hal itu. Mungkinkah ini yang terjadi dengan saya?","Dunia membutuhkan lebih banyak orang akhir -akhir ini yang memiliki tingkat empati yang sangat tinggi yang Anda gambarkan dalam diri Anda! Jika terasa sedikit memberatkan, maka kelihatannya menyeimbangkan apa yang terlalu banyak dengan kebalikannya. Karena Anda memberikan banyak empati, mungkin Anda ingin menerima banyak empati. Dalam situasi yang Anda gambarkan, ketika Anda mulai berempati dengan orang lain, nyata atau kartun, tanyakan pada diri Anda apakah Anda merasa empati datang ke arah Anda Akhir -akhir ini. Seringkali orang memberi kepada orang lain apa yang mereka rasakan dalam diri mereka sendiri hilang. Otak emosional alasan bahwa jika saya memberi Anda dukungan saya, katakanlah, maka setidaknya saya akan merasakan setengah dari apa yang didukung adalah seperti keinginan untuk menerima lebih banyak empati lebih banyak empati tidak dapat dipenuhi oleh Anda secara langsung. Empati disampaikan oleh seseorang yang bersedia untuk menawarkannya. Pantaslah apakah Anda mengizinkan mereka yang ada di dunia Anda, untuk mengetahui kapan Anda ingin menerima empati mereka. Apakah mungkin Anda menyimpan perasaan Anda kepada diri sendiri dan hadir seolah -olah Anda mampu menangani jauh lebih banyak daripada yang ingin Anda tangani tanpa kebaikan siapa pun untuk mendukung Anda? Terbuka untuk orang lain tentang pikiran dan perasaan batin Anda sendiri jauh lebih sulit daripada terdengar. Kedengarannya mudah untuk hanya memberi tahu seseorang bagaimana Anda rasakan. Sekali -kadang Langkah pertama adalah yang paling sulit, mengakses perasaan Anda. Mulai dengan mengetahui jumlah empati yang Anda inginkan dari orang lain dan apa yang menghentikan Anda untuk bertanya. Juga, tentang diagnosis Anda dan kurangnya studi dan daftar dan Rumus. Setiap orang unik, instruksi dan pedoman tidak selalu sangat berarti. Seringkali memiliki diagnosis membuat seseorang merasa lemah, stigmatisasi, tidak kompeten. Lupakan diagnosis dan berkonsentrasi pada apa yang perlu Anda lakukan secara berbeda agar merasa lebih baik. Jawabannya ada di dalam diri Anda, bukan di dalam buku atau situs web.",3
"Bagaimana Anda tahu Anda memiliki terapis yang tepat untuk Anda? 
  Bagaimana saya tahu bagaimana ""melatih"" terapis saya untuk dapat memberi saya apa yang saya butuhkan dari perawatan?","Menemukan terapis yang tepat untuk Anda sangat penting dan terkadang bisa rumit. Kadang -kadang dapat mengambil sejumlah sesi untuk memahami apakah Anda dan terapis Anda adalah ""pas."" Beberapa sesi pertama umumnya dihabiskan untuk mengumpulkan informasi, merumuskan rencana perawatan, dan membangun hubungan klien/terapis. Hubungan klien/terapis akan sangat berbeda dari hubungan lain yang Anda alami. Anda akan tahu bahwa Anda telah menemukan terapis yang tepat ketika Anda memperhatikan ada hubungan yang baik di antara Anda berdua. Anda akan merasa bahwa terapis ""membuat Anda"" dan memahami masalah yang disajikan. Jika Anda merasa bahwa Anda dapat mempercayai terapis Anda dan merasa nyaman membuka dan memberikan umpan balik selama sesi Anda maka Anda tahu itu cocok. Dalam hal ""bagaimana melatih terapis Anda bagaimana memberi Anda apa yang Anda butuhkan dari perawatan"" hubungan terapeutik adalah kolaboratif sehingga Anda berdua akan bekerja bersama sebagai sebuah tim. Selama sesi Anda, tujuannya adalah agar Anda merasa nyaman memberikan umpan balik tentang apa yang berhasil dan apa yang tidak berhasil dalam sesi Anda. Ketika Anda menyatakan kebutuhan Anda kepada terapis Anda maka Anda berdua akan membahas cara terbaik untuk mendapatkan kebutuhan itu untuk memaksimalkan efektivitas sesi Anda.",8
